original_title,genre_names,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,keyword_names
Killers,"Action, Comedy, Thriller, Romance",75000000,23.004607,2010-06-04,98159963,100.0,5.7,772,assassin
The Man from U.N.C.L.E.,"Comedy, Action, Adventure",75000000,48.744209,2015-08-13,108145109,116.0,7.1,2265,"spy, cold war, remake, based on tv series, buddy cop, russian spy, american spy"
Spanglish,Comedy,80000000,14.209329,2004-12-17,55041367,130.0,5.8,369,"upper class, mother, single parent, parents kids relationship, wife husband relationship, cook, milieu, illegal immigration, immigrant, language barrier, family's daily life, platonic love, deceived husband, class society, hysteria, biography, united states–mexico barrier, relationship problems, class, language course, single, mother daughter relationship, american, mexican, father figure"
Monster House,"Animation, Comedy, Family, Fantasy",75000000,36.368839,2006-07-21,140175006,91.0,6.3,874,"monster, secret, toy, children, neighbor, mission, child"
Bandits,"Action, Comedy, Crime, Romance",75000000,24.353302,2001-10-12,67631903,123.0,6.2,302,prison
First Knight,"Action, Adventure, Drama, Romance",55000000,19.143321,1995-07-07,127600435,134.0,5.9,311,"camelot, knight, king arthur, excalibur, knights of the round table"
Anna and the King,"Drama, History, Romance",75000000,13.327372,1999-12-16,0,148.0,6.4,197,"civil war, father son relationship, east india trading company, traitor, death penalty, thailand, palace, burma, daughter, royalty, teacher, battle, denunciation"
Immortals,"Fantasy, Action, Drama",75000000,37.917002,2011-11-10,226904017,110.0,5.7,880,"poison, army, zeus, poseidon, spear"
Hostage,"Mystery, Drama, Thriller, Crime",52000000,23.663713,2005-03-09,77944725,113.0,6.2,512,"fbi, kidnapping, police operation, home invasion, hostage situation, hostage negotiator"
Titan A.E.,"Animation, Action, Science Fiction, Family, Adventure",75000000,14.44381,2000-06-16,36754634,94.0,6.3,313,"monster, galaxy, dystopia, space, alien, animation, mission"
Hollywood Homicide,"Action, Adventure, Comedy, Thriller",75000000,10.605084,2003-06-09,51142659,116.0,5.0,166,"rap music, hitman"
Soldier,"Action, War, Science Fiction",75000000,11.873856,1998-10-23,14567883,99.0,6.1,221,"space marine, dystopia, alien planet, genetic engineering"
Carriers,"Action, Drama, Horror, Science Fiction, Thriller",0,12.708963,2009-09-04,5802422,84.0,5.8,282,"beach, desperation, infection, survival, biohazard, disease, trust, virus, pandemic"
Monkeybone,"Adventure, Fantasy, Animation, Action, Comedy",75000000,8.098369,2001-02-23,5409517,93.0,4.3,78,"parallel world, organ donation, horniness agent, aftercreditsstinger"
Flight of the Phoenix,"Action, Adventure, Drama, Thriller",45000000,20.374308,2004-12-17,21009180,113.0,5.7,276,"robbery, water, gobi desert, disaster, airplane crash, struggle for survival, desert"
Unbreakable,"Science Fiction, Thriller, Drama",75000000,42.006908,2000-11-13,248118121,106.0,6.9,1946,"father son relationship, train accident, comic book, marriage crisis, invulnerability, superhero, suspense, super powers"
Minions,"Family, Animation, Adventure, Comedy",74000000,875.581305,2015-06-17,1156730962,91.0,6.4,4571,"assistant, aftercreditsstinger, duringcreditsstinger, evil mastermind, minions, 3d"
Sucker Punch,"Action, Fantasy, Thriller",82000000,39.127082,2011-03-24,89792502,110.0,5.9,1623,"brothel, fantasy, asylum, reality, escape, robot, violence, inmate, alternative, imagination, lobotomy"
Snake Eyes,"Crime, Mystery",73000000,20.790703,1998-08-07,103891409,98.0,5.8,327,"casino, political activism, boxer, mission of murder, boxing match, suspense, police officer, witness to murder"
Sphere,Science Fiction,75000000,18.65988,1998-02-13,13100000,134.0,5.8,476,"ocean, extraterrestrial technology, space marine, paranoia, raumschiffabsturz, alien, psychologist, ocean floor, deepsea"
The Angry Birds Movie,"Family, Animation",73000000,45.720894,2016-05-11,349779543,97.0,5.9,1022,"island, bird, pig, talking animal, based on video game, anger management, 3d"
Fool's Gold,"Romance, Comedy, Adventure",70000000,21.789615,2008-02-07,111231041,112.0,5.4,444,"helicopter, cemetery, boat, mexican standoff, sword, cave, shipwreck, yacht, bahamas, jet ski, treasure hunt, rivalry, scuba diving, gangster, underwater, divorce, heiress, ex-husband ex-wife relationship, henchmen"
Funny People,"Comedy, Drama",75000000,20.199057,2009-07-31,61458982,146.0,5.7,390,"comedian, cancer, bromance, stand-up comedian"
The Kingdom,"Thriller, Action, Drama",70000000,26.123705,2007-08-22,86658558,110.0,6.5,513,"assassination, assassin, terrorist, explosive, fbi, chase, saudi arabia, investigation, police, medical examiner, terrorism, fbi agent, arab, bomb attack"
Talladega Nights: The Ballad of Ricky Bobby,Comedy,72500000,12.599836,2006-08-04,162966177,116.0,6.2,491,"north carolina, prayer, family dinner, advertising, divorce, motor, automobile racing, nascar, dog trainer, car movie, sport competition, psychosomatic illness, french stereotype, aftercreditsstinger, duringcreditsstinger"
Dr. Dolittle 2,"Comedy, Family, Romance, Fantasy",70000000,13.543053,2001-06-22,176104344,87.0,4.9,410,"veterinarian, forest, bear, animal, animal protection"
Braveheart,"Action, Drama, History, War",72000000,60.722162,1995-05-24,210000000,177.0,7.7,3336,"individual, scotland, in love with enemy, legend, independence, idealism, revolt, tyranny"
Jarhead,"Drama, War",72000000,32.227223,2005-11-04,96889998,125.0,6.6,765,"sniper, marine corps, saudi arabia, petrol, golf war, u.s. marine"
The Simpsons Movie,"Animation, Comedy, Family",75000000,46.875375,2007-07-25,527068851,87.0,6.9,2264,"father son relationship, lake, springfield, the simpsons, duff beer, garbage, pig, pollution, environmental protection agency, quarantine, alcoholism, love, alaska, dysfunctional family, dysfunctional marriage, ecology, saving lives, first love, duringcreditsstinger, donuts"
The Majestic,"Drama, Romance",72000000,11.215702,2001-12-21,37317558,152.0,6.6,188,"california, falsely accused, prosecution, anti-communism, hollywood, writer"
Driven,Action,94000000,8.468586,2001-04-27,54744738,116.0,4.5,179,"competition, running, career, idol, racing car"
Deux frères,"Adventure, Drama, Family",74500000,8.884318,2004-04-07,62172050,109.0,6.9,180,"brother brother relationship, loss of brother, cambodia, chase, tiger, governor, royalty, travelling circus, archaeologist"
The Village,"Drama, Mystery, Thriller",60000000,27.491891,2004-07-30,256697520,108.0,6.2,1071,"secret, forest, rural setting, blindness, courtship, mentally handicapped man, human nature, aura, romantic, village council"
Doctor Dolittle,"Comedy, Family, Fantasy",71000000,21.462935,1998-06-22,294456605,85.0,5.4,686,"talking to animals, woman director"
Signs,"Drama, Thriller, Science Fiction, Mystery",72000000,28.848187,2002-08-02,408247917,106.0,6.4,1599,"symbolism, water, farm, faith, alien, family relationships, rural setting, alien invasion, rural, crop circle, alien attack, rural pennsylvania, rural america, rural farm, loss of faith, alien encounter"
Shrek 2,"Adventure, Animation, Comedy, Family, Fantasy",150000000,47.320801,2004-05-19,919838758,93.0,6.7,2988,"prison, magic, liberation, honeymoon, parents-in-law, kingdom, enchantment, dancing scene, transformation, fairy-tale figure"
Cars,"Animation, Adventure, Comedy, Family",120000000,82.643036,2006-06-08,461983149,117.0,6.6,3877,"car race, car journey, village and town, auto, route 66, wrecker, porsche, retirement, media, friendship, sport, anthropomorphism, los angeles, road movie, aftercreditsstinger, duringcreditsstinger"
Runaway Bride,"Comedy, Romance",70000000,20.230535,1999-07-30,309457509,116.0,5.7,455,"small town, self-discovery, just married, reporter, wedding, relationship"
xXx,"Action, Adventure, Thriller",70000000,46.217769,2002-08-09,277448382,124.0,5.8,1424,"sports car, biological weapon, cold war, russian, prague, mission, athlete, nsa agent, adrenaline junkie, thrill seeker"
The SpongeBob Movie: Sponge Out of Water,"Animation, Adventure, Comedy, Family",74000000,36.952268,2015-02-05,311594032,93.0,5.8,719,"ocean, sea, star, water, comedy, sponge, spongebob, live action and animation"
Ransom,"Action, Thriller",80000000,16.411345,1996-11-08,309492681,117.0,6.4,470,"bounty, loss of child, yellow press, fbi, baby-snatching, suspense, fbi agent, millionaire"
Inglourious Basterds,"Drama, Action, Thriller, War",70000000,72.595961,2009-08-18,319131050,153.0,7.9,6430,"paris, guerrilla, cinema, self sacrifice, dynamite, mexican standoff, world war ii, jew persecution, jew, nazis, masochism, sadism, scalp, winston churchill, knife in hand, anti semitism, gore, swastika, blood bath, german occupation of france, violence, gun violence"
Hook,"Adventure, Fantasy, Comedy, Family",70000000,33.648404,1991-12-11,300854823,144.0,6.6,1532,"flying, swordplay, sword, fantasy, peter pan, daughter, fairy-tale figure, rescue"
Die Hard 2,"Action, Thriller",70000000,57.69847,1990-07-02,240031094,124.0,6.6,1896,"ambush, helicopter, journalist, based on novel, airport, hand grenade, fistfight, cop, sequel, snow, dulles international airport, shootout, officer involved shooting, terrorism, explosion, church, violence, sabotage, walkie talkie, swat team, air traffic control, commando unit, snowmobile"
S.W.A.T.,"Action, Thriller, Crime",80000000,34.052253,2003-08-08,116643346,117.0,5.8,770,"liberation, transport of prisoners, special unit, weapon, los angeles"
Vanilla Sky,"Drama, Mystery, Romance, Science Fiction, Thriller",68000000,27.299301,2001-12-10,203388341,136.0,6.5,1078,"amnesia, ex-girlfriend, virtual reality"
Lady in the Water,"Drama, Thriller, Fantasy, Mystery",75000000,20.219385,2006-07-21,42285169,110.0,5.3,409,"fortune teller, religion and supernatural, supernatural powers, mythical creature, hell, swimming pool, nixe, aftercreditsstinger"
AVP: Alien vs. Predator,"Adventure, Science Fiction, Action",70000000,42.957216,2004-08-12,171183863,101.0,5.5,1217,"saving the world, predator, laserpointer, space marine, pyramid, praise, alien, xenomorph"
Alvin and the Chipmunks: The Squeakquel,"Comedy, Family, Animation, Fantasy, Music",75000000,29.412262,2009-12-21,443140005,88.0,5.4,666,"chipmunk, cgi, based on tv series, aftercreditsstinger, duringcreditsstinger, woman director"
We Were Soldiers,"Action, History, War",75000000,19.708731,2002-03-01,114660784,138.0,6.7,521,"vietnam veteran, missile, vietnam war, army, major, based on true story, steel helmet, soldier, explosion, battle, bayonet, death, vietnamese"
Olympus Has Fallen,"Action, Thriller",70000000,59.428223,2013-03-20,161025640,120.0,6.2,2981,"white house, secret service, terrorist attack"
Star Trek: Insurrection,"Science Fiction, Action, Adventure, Thriller",70000000,19.711951,1998-12-10,118000000,103.0,6.3,391,"space opera, retribution, spacecraft officer, exploding ship"
Battle: Los Angeles,"Action, Science Fiction",70000000,49.199234,2011-03-08,202466756,116.0,5.5,1448,"saving the world, hero, marine corps, chaos, retirement, survivor, meteor, space invasion, alien, battlefield, survival, sergeant, los angeles, battle, danger, escapade, u.s. marine, heroic mission, evil alien, chaos and mayham"
Big Fish,"Adventure, Fantasy, Drama",70000000,46.199482,2003-12-25,122919055,125.0,7.6,1994,"circus, father son relationship, witch, fish, fishing, love of one's life, leech, story teller, apoplectic stroke, fair, mermaid, cancer, relationship, youth, gentle giant"
Wolf,Fantasy,0,13.758526,1994-06-17,0,125.0,6.0,216,"adultery, heal, bite, werewolf"
War Horse,"Drama, War",66000000,29.505574,2011-12-25,177584879,146.0,7.0,992,"world war i, horse, farm life, execution, trapped, alcoholic, cavalry, plowing, artillery"
The Monuments Men,"War, Drama, History, Action",70000000,43.873266,2014-01-24,154984035,118.0,5.8,1523,"world war ii, nazis, art theft, post world war ii"
The Abyss,"Adventure, Action, Thriller, Science Fiction",70000000,24.961625,1989-08-09,90000098,139.0,7.1,808,"ocean, sea, diving suit, flying saucer, nuclear missile, alien life-form, insanity, scuba diving, underwater, scuba, deepsea, trapped underwater , thalassophobia"
Wall Street: Money Never Sleeps,"Drama, Crime",70000000,23.25645,2010-09-02,134748021,133.0,5.8,493,duringcreditsstinger
Dracula Untold,"Horror, Action, Drama, Fantasy, War",70000000,64.457947,2014-10-01,215529201,92.0,6.2,2389,"vampire, dracula, bite, battle, 15th century, ottoman empire, vlad, fang vamp, tepes"
The Siege,"Drama, Action, Thriller, Crime",70000000,20.089933,1998-11-06,116672912,116.0,6.0,352,"islam, muslim, car bomb, fbi agent"
Stardust,"Adventure, Fantasy, Romance, Family",70000000,48.032734,2007-08-09,135560026,127.0,7.1,1184,"witch, based on novel, new love, prince, beauty, star, kingdom, wall, falling star, royalty, unrequited love, good vs evil, fratricide"
Seven Years in Tibet,"Adventure, Drama, History",70000000,16.92991,1997-09-12,131457682,136.0,7.0,630,"buddhism, himalaya, austria, mountains, buddhist monk, world war ii, prisoners of war, monsoon, tibet, dalai lama, mountaineer, lhasa, wedding"
The Dilemma,"Comedy, Drama",70000000,14.780634,2011-01-13,67112664,111.0,5.2,304,"adultery, infidelity, secret, investigation, friendship, partner, love, friends, dilemma, cheating on partner, best friend"
Bad Company,"Action, Adventure, Comedy, Thriller",70000000,14.086292,2002-06-07,65977295,116.0,5.4,228,"ambush, cia, assassin, nightclub, hustler, hidden camera, decoy, undercover agent, twin brother, deception, betrayal, mistaken identity, shootout, espionage, foot chase, car chase, silencer, surveillance, agent, impersonation, langley virginia, odd couple"
Doom,"Adventure, Action, Horror",60000000,29.261348,2005-10-20,55987321,105.0,5.0,609,"teleportation, based on video game, severed ear, future war, wisecrack humor, commando mission"
I Spy,"Action, Adventure, Comedy, Thriller",70000000,13.267631,2002-10-31,33561137,97.0,5.2,269,"budapest, kidnapping, boxer, secret agent, liberation of hostage, hostage-taking, woman director"
Underworld: Awakening,"Fantasy, Action, Horror",70000000,58.401204,2012-01-19,160112671,88.0,6.1,1862,"vampire, daughter, hybrid, child vampire, werewolf, imax, lab experiment, werewolf child, fang vamp"
Rock of Ages,"Comedy, Drama, Music, Romance",75000000,23.515938,2012-06-13,59418613,123.0,6.0,385,"musical, rocker, teenager, young love, rock sta"
Hart's War,"Drama, War",70000000,14.244518,2002-02-15,32287044,125.0,5.9,241,"black people, world war ii, prisoners of war, u.s. army, war, escape, tribunal, trial, soldier, military tribunal, xenophobia"
Killer Elite,"Action, Adventure, Thriller",66000000,29.501489,2011-09-23,57777106,116.0,6.1,695,rescue
Rollerball,"Action, Science Fiction, Thriller",0,9.306253,2002-02-08,0,98.0,3.4,106,"manager, arena, dystopia, wrestling, sport, roller-skating, motorcycle racing, rollerskating, future sport"
Ballistic: Ecks vs. Sever,"Action, Adventure, Thriller",70000000,8.37378,2002-09-20,19924033,91.0,4.3,97,"loss of family, enemy, adversary, agent"
Hard Rain,Thriller,70000000,10.930537,1998-01-16,19870567,97.0,5.5,179,"sheriff, rain, evacuation, armored car, crook, hoodlum"
